structureNumber,flowChartResult,randomForest,NDOTResult
S092 24469,Yes,,,
S092 24514,Yes,,,
S092 24769A,Yes,,,
S092 24812A,Yes,,,
S092 24863,Yes,,No,
S092 25033,Yes,,,
S092 25070,Yes,,,
S092 25333,Yes,,,
S092 30037,Yes,,,
S092 30077,No,Yes,Yes,
S092 30376,Yes,,Yes,
S092 30848,Yes,Yes,Yes,
S092 30968,Yes,,No,
S092 30985,Yes,,No,
S092 31026,Yes,,,
S092 31386,Yes,,,
S092 31965,No,,No,
S092 32884,No,,No,
S092 33116,Yes,,,
S092 33147,Yes,,No,
S092 33311,Yes,,,
S092 33431,Yes,,,
S092 33775,No,,No,
S092 33887,Yes,,,
S092 33971,Yes,,,
S092 34069,Yes,,,
S092 34865,Yes,,,
S092 35195,Yes,,No,
S092 36736,Yes,,No,Yes
S092 36788,Yes,,,
S092 36868,Yes,,Yes,Yes
S092 37617,Yes,,,
S092 38092,No,No,No,
S092 38367,Yes,,No,
S092 38387,Yes,,No,
S092 38425,Yes,,No,
S092 38521,Yes,,,
S092 39086,Yes,,,
S092 40864,Yes,,,
S092 41398,Yes,,,
S092 41790,Yes,,,
S092 43563,No,,No,
S092 44003,Yes,,,
S092 44217,Yes,,No,
S092 44369,Yes,,,
S092 44676,Yes,,No,
S092 45740,Yes,,,
S092 46087,Yes,,,
S092 46106,Yes,No,Yes,
S092 46256L,Yes,,,
S092 46282L,No,,,
S092 46400,Yes,,No,
S092 46425,Yes,,,
S092 46635,Yes,,No,
S094 00025,Yes,,No,
S094 00055,Yes,,No,
S094 00218,No,,No,
S094 00552,No,,No,
S094 01122,No,,No,
S094 01301,Yes,,No,Yes
S094 01745,No,,Yes,Yes
S095 00492,Yes,,,
S095 00702,Yes,,,
S096 00272,No,,,
S096 00380,Yes,,,
S096 01531,No,,,
S096 01843,No,,,
S097 06894,Yes,,,
S097 09250,No,Yes,No,
S097 11855,Yes,,No,
S097 13367,Yes,,,
S098 00072,No,,No,
S098 00354,Yes,,No,
S098 00512,Yes,,No,Yes
S098 01161,Yes,,,
S098 01614,Yes,,,
S098 01935,Yes,,,
S099 00886,Yes,,,
S099 00924,Yes,,,
S099 00997,Yes,,,
S103 00417,Yes,,No,
S103 00541,Yes,,,
S103 00975,Yes,,,
S103 02200,Yes,,No,
S103 02465,No,,No,
S103 03039,Yes,,,
S103 03514,Yes,,,
S103 03639,Yes,,,
S103 03685,Yes,,,
S103 03802,Yes,,,
S103 03920,No,,No,
S103 04036,Yes,,,
S103 04123,Yes,,,
S103 04249,No,,No,
S103 04630,Yes,,,
S103 05061,Yes,,,
S103 05579,No,Yes,No,No
S103 05614,Yes,,No,Yes
S103 05660,Yes,,,
S103 05764,Yes,,,
S105 00234,Yes,,No,
S105 00703,No,,Yes,No
S105 01368,No,,No,
S105 01771,No,,No,
S105 02395,No,,No,
S105 02567,Yes,,,
S105 02688,Yes,,Yes,
S109 00464,Yes,,,
S109 01135,Yes,,,
S109 01248,Yes,,,
S112 00295,Yes,,,
S112 01122,Yes,,,
S112 01283,Yes,,,
S116 00062,No,Yes,No,
S116 00090,Yes,,,
S116 00267,No,,No,
S116 00385,No,,No,
S116 00514,No,,No,
S116 00588,No,,No,
S121 01091,Yes,,,
S121 01264,No,,No,
S121 02858,Yes,Yes,Yes,Yes
S121 03271,Yes,,Yes,Yes
S121 03473,Yes,,,
S121 04559,Yes,,No,
S121 04773,Yes,,No,
S121 06970,Yes,,No,
S121 06997,No,,No,
S121 07212,Yes,,,
S121 07791,No,,No,
S121 07962,Yes,,No,
S128 00156,Yes,,No,
S128 00663,Yes,,,
S128 01489,No,,No,
S129 00008L,No,,No,
S129 00008R,No,,No,
S129 00038,No,,No,
S129 00039,No,,No,
S129 00107L,Yes,,No,
S129 00107R,Yes,,No,
S129 00123L,No,,No,
S129 00123R,No,,No,
S129 00150L,No,,No,
S129 00150R,No,,No,
S129 00201,No,,No,
S129 00321,No,,No,
S133 00155,Yes,,,
S133 00591L,Yes,,,
S133 00591R,Yes,,,
S136 00212A,Yes,,No,
S136 00212B,No,,No,
S136 00212C,Yes,,No,
S136 00453,Yes,,No,
S136 00556,Yes,,,
S136 00623,Yes,,No,
S136 00740,Yes,,No,
S136 00840,Yes,,,
S136 01048,Yes,,No,
S136 01212,Yes,,No,
S136 01270,Yes,,,
S136 01406,Yes,,No,
S136 01462,Yes,,No,
S136 01615,Yes,,,
S136 01767,Yes,,No,
S136 01912,Yes,,,
S136 02083,Yes,,No,
S136 02245,No,,No,
S136 02509,No,,No,
S136 03039,Yes,,No,
S136 03124,No,,No,
S136 03258,Yes,,No,
S136 03475,Yes,,No,
S136 03656,Yes,,,
S136 03760,Yes,,,
S136 04128,Yes,,No,
S136 04250,Yes,,,
S136 04312,Yes,,,
S136 04420,Yes,,,
S136 04548,No,,No,
S136 04629,Yes,,No,
S136 04857,Yes,,,
S136 05029,No,,Yes,No
S136 05108,Yes,,,Yes
S136 05304,Yes,,,
S136 05643,Yes,,,
S136 06247,Yes,,No,
S136 06560,Yes,,,
S136 06604,No,,No,
S136 06615,No,,No,
S136 06704,Yes,,,
S136 06713,Yes,,,
S136 06866,No,,No,
S136 06893,Yes,,,
S136 06944,Yes,,,
S136 07069,Yes,,,
S136 07118,Yes,,,
S136 07261,Yes,,No,
S136 07566,Yes,Yes,Yes,Yes
S136 07825,No,Yes,Yes,Yes
S136 07981,No,,Yes,Yes
S136 08180,Yes,Yes,Yes,
S136 08306,Yes,,,
S136 08509,Yes,,No,
S136 08607,Yes,,,
S136 08637,Yes,,,
S136 08987,No,,No,
S136 09104,Yes,,,
S136 09193,No,,No,
S136 09317,Yes,,,
S136 09557,Yes,,,
S136 09596,Yes,,,
S136 09777,Yes,,,
S136 09814,Yes,,,
S136 10848,Yes,,,
S136 11811,Yes,,,
S136 12011,Yes,,,
S136 12297,Yes,,,
S136 12380,Yes,,,
S136 12738,Yes,,No,
S136 12875,Yes,,,
S136 12950,Yes,,,
S136 13214,No,,No,
S136 13353,Yes,,,
S136 13494,Yes,,,
S136 14276,Yes,,,
S136 14840,Yes,,,
S136 14931,Yes,,No,
S136 14943,Yes,,,
S136 14969,No,,No,Yes
S136 15156,Yes,,,
S136 15171,Yes,,,
S136 15223,Yes,,,
S136 17726,No,,No,
S136 18020,Yes,,No,
S136 18284,Yes,,,
S136 18460,Yes,,No,
S136 18607,Yes,,,
S136 19041,Yes,,No,
S136 19063,Yes,,No,
S136 19187,Yes,,No,
S136 19707,Yes,No,No,
S136 19906,Yes,,No,
S136 20392,Yes,,No,
S136 20404,Yes,No,No,
S136 20917,Yes,,No,
S136 20939,No,,No,
S136 20952,Yes,,,
S136 21086,Yes,,,
S136 21964,Yes,,,
S136 22135,No,,No,
S136 22495,Yes,,,
S136 22863,No,No,No,
S136 23131,No,,No,
S136 23172,Yes,,,
S136 23246,Yes,,,
S136 24018,Yes,No,No,
S137 00121,Yes,,,
S137 01328,Yes,,No,
S138 00401,Yes,,,Yes
S138 00450,Yes,,No,Yes
S138 00513,Yes,,,
S138 00654,Yes,,,
S138 00935,Yes,,,
S138 00970,Yes,,,
S138 01048,Yes,,No,
S159 00771,Yes,,No,
S159 00816,Yes,,No,
S159 00912,Yes,,,
S159 00980,Yes,,,
S159 01306,No,,No,
S159 01373,Yes,No,No,No
S180 00079,No,,No,
S180 00079R,No,,No,
S180 00080R,Yes,,,
S180 00144,Yes,,,
S180 00164,No,,No,
S180 00205,No,,No,
S180 00228L,Yes,,No,
S180 00228R,Yes,,No,
S180 00255,No,Yes,No,
S180 00262L,Yes,,No,
S180 00262R,Yes,,No,
S180 00283L,No,,No,
S180 00283R,No,No,No,
S180 00297L,No,,No,
S180 00297R,No,,No,
S180 00323L,No,,No,
S180 00323R,No,,No,
S183 00064,Yes,,No,
S183 00594,No,,No,Yes
S183 01755,Yes,,,
S183 01917L,Yes,,,
S183 02243,Yes,,No,
S183 03165,Yes,,,
S183 03487,Yes,,,
S183 03964,Yes,,,
S183 04603,Yes,,No,
S183 04720,Yes,,No,
S183 04841,Yes,,No,
S183 04864,Yes,,,
S183 04883,Yes,,,
S183 04906,No,,No,
S183 04981,No,,,
S183 05048,Yes,,No,
S183 05351,Yes,,,
S183 06281,No,,No,
S183 06465,Yes,,No,
S183 06898,Yes,,,
S183 07078,Yes,,,
S183 07215,Yes,,No,
S183 07233,Yes,,No,
S183 07981,Yes,,No,
S183 08024,Yes,,,
S183 08175,Yes,,,
S183 08639,Yes,,,
S183 08709,Yes,,,
S183 08867,Yes,,No,
S183 08904,No,Yes,No,
S183 08934,Yes,Yes,No,
S183 09361,Yes,,,
S183 09593,Yes,,,
S183 09677,Yes,,,
S183 09901,No,,No,
S183 09927,No,,No,
S183 10638,No,,Yes,
S183 11217,Yes,,,Yes
S183 11356,Yes,,,Yes
S183 11375,Yes,,Yes,Yes
S183 11396,Yes,,,Yes
S183 11579,Yes,,,
S183 12438,No,,No,Yes
S183 13617,No,,No,
S183 14474,Yes,,,
S183 19422,Yes,,,
S183 20252,Yes,,No,
S183 20723,Yes,,No,
S183 21523,Yes,,No,
S183 22319,Yes,,No,
S250 03766,Yes,,,
S250 04552,Yes,,,
S275 01567,Yes,,,
S275 01781,Yes,,,
S275 02146,Yes,No,No,
S275 02170,Yes,,,
S275 02373,No,,No,
S275 02650,Yes,,,
S275 03181,Yes,,No,
S275 03272,No,,No,
S275 03493,Yes,,,
S275 03501,Yes,,,
S275 03596,Yes,,No,
S275 03651,Yes,,,
S275 03757,Yes,,,
S275 03859,Yes,,,
S275 03900,Yes,,No,
S275 04095,Yes,,No,
S275 04515,No,,No,
S275 04621,Yes,Yes,No,
S275 04703,No,No,No,
S275 04929,No,,No,
S275 05100,No,,No,
S275 05319,Yes,,No,
S275 05617,Yes,,No,
S275 05834,Yes,,No,
S275 05949,Yes,,,
S275 06056,Yes,,Yes,
S275 06071,Yes,,,
S275 06611L,Yes,,,
S275 06611R,Yes,,,
S275 06673L,Yes,,,
S275 06673R,Yes,,,
S275 06681,Yes,,,
S275 06730L,Yes,,,
S275 06730R,Yes,,,
S275 06764L,Yes,,,
S275 06764R,Yes,,,
S275 06854,Yes,,,
S275 06918,Yes,,,
S275 07005,Yes,,,
S275 07202,Yes,,,
S275 07547,Yes,,,
S275 07714,No,,No,
S275 07814,Yes,,,
S275 08144,Yes,,,
S275 08248,Yes,,,
S275 08450,Yes,,,
S275 08742,No,,Yes,
S275 08860,Yes,,,
S275 09309,No,,No,
S275 09504,Yes,,,
S275 09508,Yes,,,
S275 09561,Yes,,,
S275 09644,No,,No,
S275 09803,No,,Yes,
S275 10009,No,,Yes,
S275 10448,No,Yes,No,
S275 10468,No,,No,
S275 10530,No,Yes,No,
S275 10608,No,,No,
S275 10798,Yes,Yes,No,
S275 11438,Yes,,,
S275 11475,No,,Yes,
S275 11639,Yes,,,
S275 11799,Yes,,,
S275 12018,Yes,Yes,No,
S275 12547,Yes,,,
S275 12587,Yes,,No,
S275 12627,Yes,,No,
S275 12670,No,Yes,Yes,
S275 12888,No,,No,
S275 13258,No,,No,
S275 13376,Yes,,,
S275 13429,Yes,,,
S275 15299,Yes,,,
S275 15369,No,,,
S275 15424L,No,,,
S275 15424R,No,,,
S275 15472,No,,,
S275 15787,Yes,,,
S275 15848L,No,,,
S275 15848R,No,,,
S275 16065,No,,,
S275 16407,No,,,
S275 16474L,No,,,
S275 16474R,No,,,
S275 16499,No,,,
S275 16648,No,,No,
S275 16664,No,,No,
S275 16725,Yes,,,
S275 16755,No,,,
S275 16840,No,,,
S275 17085,Yes,,No,
S275 17144,Yes,,Yes,
S275 17369,Yes,,,
S275 17369A,Yes,,,
S275 17369B,Yes,,,
S275 17757,Yes,No,No,
S275 18139,Yes,,,
S275 18484,Yes,,No,
S275 18525,No,,Yes,
S275 18587,Yes,No,No,
S275 18809,No,,No,
S275 18888,No,,Yes,No
S275 18910,No,,No,
S275 19041,Yes,,Yes,
S281 00159,Yes,,,
S281 00229,Yes,,,
S281 00423,No,,Yes,
S281 00677,Yes,,No,
S281 01692,Yes,,,
S281 02550,Yes,,,
S281 02635,Yes,,,
S281 03700,Yes,,No,
S281 04402,Yes,,No,
S281 04411,Yes,,,
S281 06890,No,,No,
S281 07202,No,No,No,
S281 07489,Yes,,,
S281 07580L,Yes,,,
S281 07580R,Yes,,,
S281 07712,Yes,,,
S281 07726L,No,,,
S281 07726R,No,,,
S281 09091,Yes,,No,
S281 09239,Yes,,No,
S281 09391,Yes,,,
S281 09667,Yes,,No,
S281 10900,Yes,,,
S281 11324,Yes,,,
S281 11373,Yes,,,
S281 11816,No,,No,
S281 13112,Yes,,No,
S281 14801,No,,No,
S281 15832,No,,No,
S281 15987,Yes,,,
S281 16315,No,,No,
S281 16973,No,,No,
S281 17014,Yes,,,
S281 17687,Yes,,No,
S281 17759,No,,No,
S281 18214,Yes,,No,
S281 18246,No,,No,
S281 19079,Yes,,,
S281 20290,No,,No,
S281 20801,Yes,,,
S281 21201,No,No,No,
S281 21521,No,,No,
S283 00305,Yes,,No,
S283 00816,Yes,,No,
S283 00864,Yes,,No,
S283 01682,Yes,,,
S283 01725,Yes,,,
S283 01953,Yes,,,
S283 02014,Yes,,No,
S283 02407,Yes,,No,
S283 03284,Yes,,No,
S283 04514,Yes,,No,
S283 05035,Yes,,No,
S283 05350,Yes,,No,
S283 05534,Yes,,No,
S283 05747,Yes,,,
S283 05820,No,,No,
S370 00376,Yes,,No,
S370 01112,Yes,,,
S370 01407L,Yes,,,
S370 01407R,Yes,,,
S370 01566L,Yes,No,No,
S370 01566R,Yes,,No,
S370 01620,No,,No,
S370 01620A,No,,No,
S370 01654,No,,No,
S370 01670,Yes,,,
S370 01890,No,,No,
S370 01918,No,,No,
S385 00595,Yes,,,
S385 00808,No,,No,
S385 03875,Yes,,,
S385 04169,Yes,,,
S385 04504,Yes,,,
S385 04802,Yes,,,
S385 04886,Yes,,,
S385 05153,Yes,,,
S385 06160,Yes,,,
S385 06561,Yes,,,
S385 06909,No,,No,
S385 07539,No,,No,
S385 07652,No,No,No,
S385 07764,Yes,,,
S385 08094,Yes,,,
S385 08169,Yes,,,
S385 08214,Yes,,,
S385 10577,Yes,,,
S385 11229,Yes,,,
S385 11441A,Yes,,,
S385 11769,No,,,
S385 12057,Yes,,,
S385 13254,Yes,,,
S385 13600,Yes,,,
S385 13844,Yes,,,
S385 14113,Yes,,No,
S385 14384,No,,No,
S385 14852,Yes,,,
S385 15877,Yes,,,
S385 16041,Yes,,No,
S385 16265,Yes,,No,
S385 16519,Yes,,,
S385 16658,Yes,,,
S385 17232,Yes,,,
S385 17434,No,,No,
S385 17527,Yes,,,
S385 17857,Yes,,,
S480 00019L,No,,,
S480 00019R,No,,,
S480 00022,No,,,
S480 00062L,No,,No,
S480 00062R,No,No,No,
S480 00088L,No,,No,
S480 00088R,No,No,No,
S480 00131,No,,No,
S480 00180,No,,No,
S480 00188,No,,No,
S480 00209,No,,No,
S480 00216,No,,No,
S480 00224,No,,No,
S480 00231,No,,No,
S480 00247A,No,,,
S480 00273L,No,,No,
S480 00273R,No,,No,
S480 00310A,No,No,No,
S480 00310B,No,,No,
S480 00310L,No,No,No,
S480 00310R,No,,No,
S480 00345C,No,,No,
S480 00345D,No,,No,
S480 00345E,No,,No,
S480 00345F,No,No,No,
S480 00345L,No,,No,
S480 00345R,No,,No,
S480 00378G,No,,No,
S480 00378H,No,,No,
S480 00378L,No,,No,
S480 00378R,No,,No,
S480 00413,No,,No,
S680 00017L,No,,Yes,
S680 00017R,No,,Yes,
S680 00083,No,,,
S680 00083A,No,,,
S680 00083B,No,,,
S680 00184,No,,No,
S680 00216,Yes,,,Yes
S680 00289,No,,,
S680 00302,No,,No,
S680 00302A,No,,,
S680 00304,No,,,
S680 00315,No,,,
S680 00402,No,No,No,
S680 00459,No,,No,
S680 00532,No,,No,
S680 00604L,No,,No,
S680 00604R,No,,No,
S680 00654,No,,No,
S680 00713,No,,No,
S680 00747L,Yes,Yes,Yes,
S680 00747R,Yes,,Yes,
S680 00761L,No,,No,
S680 00761R,No,,No,
S680 00836L,Yes,,No,
S680 00836R,Yes,,No,
S680 00986,No,,No,
S680 01092L,No,,Yes,
S680 01092R,No,,Yes,
S680 01150L,No,,No,
S680 01150R,No,,No,
S680 01210L,No,,Yes,
S680 01210R,No,,No,
S680 01305L,No,,No,
S680 01305R,No,,No,
S680 01343L,Yes,,No,
S680 01343R,Yes,,No,
SL07E00549,Yes,,,
SL10B00084,Yes,,,
SL10C00060,Yes,,,
SL10C00276,Yes,,,
SL10C00346,No,,,
SL10D00099,Yes,,,
SL10D00140,Yes,,,
SL17B00047,Yes,,No,
SL17C00036,Yes,,No,
SL17E00216,Yes,,No,
SL17E00259,Yes,,,
SL17E00286,Yes,,No,
SL17F00179,Yes,,No,
SL17J00195,Yes,,No,
SL20A00090,Yes,,No,
SL20A00123,Yes,,No,
SL24B00052,Yes,,,
SL24B00358,No,,,
SL25A00057,Yes,,No,
SL25B00044,No,,Yes,
SL25B00063,Yes,,No,
SL25B00105,Yes,,,
SL28B00048,No,,,
SL28B00093L,Yes,,,
SL28B00093R,Yes,,,
SL28B00119,No,,,
SL28B00163L,Yes,,,
SL28B00163R,Yes,,,
SL28B00216,No,,,
SL28K01578,No,,Yes,
SL31D00024,Yes,,,Yes
SL40C00379,Yes,,No,
SL40C00496,Yes,,No,
SL41D00215,Yes,,No,
SL41D00335,Yes,,,
SL44C00017,Yes,,,
SL45B00449,Yes,No,No,
SL45B00473,Yes,No,No,
SL50A00499,Yes,,,
SL51A00068,Yes,,No,
SL51A00109,Yes,,,
SL51B00074,Yes,,No,
SL51C00032,Yes,,,
SL51C00053,Yes,,No,
SL53C00261,Yes,,No,
SL53E00096,Yes,,,
SL55W00034L,No,,,
SL55W00034R,No,,,
SL55W00049L,No,,,
SL55W00049R,No,,,
SL55W00197,Yes,,,
SL55W00197L,Yes,,,
SL55X00177,No,,,Yes
SL56C00038,Yes,,,
SL56C00090,Yes,,No,Yes
SL56C00200,No,,,No
SL56D00045,Yes,,,
SL56D00135,Yes,,,
SL56D00150,Yes,,,
SL56D00192,No,,,
SL56G00048,Yes,,No,
SL56G00180,Yes,,,
SL62A00116,Yes,,,
SL62A00152,Yes,,,
SL62A00463,Yes,,,
SL62A00537,Yes,,,
SL62A00582,Yes,,,
SL62A00595,Yes,,,
SL62A00613,Yes,,,
SL62A00648,Yes,,,
SL63A00283,Yes,,,
SL79E00127,No,,No,
SL79E00145,Yes,,No,
SL80E00254,Yes,,No,
SL80E00451,Yes,,Yes,
SL80E00456,Yes,,,
SL80E00823,Yes,,No,
SL82A00058,Yes,,,
SL82A00244,Yes,,,
SL93B00209,Yes,,No,
SR16C03268,Yes,,,
SR54C00417R,Yes,,,
SR67D00284,Yes,,No,
SS01B00055,Yes,,,
SS01C00030,Yes,,No,
SS01D00152,Yes,,,
SS04A00038,Yes,,,
SS04A00085,Yes,,No,
SS12A00136,Yes,,,
SS12A00554,Yes,No,No,
SS12B00427,Yes,,Yes,
SS12B00841,No,,Yes,
SS12C00369,Yes,,,
SS12C00488,Yes,,No,
SS12E00100,Yes,,,
SS13D00093,Yes,,No,
SS13K00087,No,,No,
SS14A00095,Yes,,,
SS14A00159,No,,No,
SS14H00251,Yes,,No,Yes
SS14H00363,Yes,,No,Yes
SS15A00613,Yes,,,
SS15A00663,No,,No,
SS16F00917,Yes,,No,
SS18C00167,Yes,,,
SS18C00200,Yes,,,
SS18C00479,Yes,,No,
SS18E00334,Yes,,,
SS18G00024,Yes,,No,
SS21A00612,Yes,,No,
SS21B00056,Yes,No,No,
SS21C00286,Yes,,No,
SS21C00711,Yes,,No,
SS23A00172,Yes,,No,
SS24C00006,Yes,,No,
SS26B00188,No,,No,
SS26B00257,Yes,,,
SS28J00134,Yes,,Yes,Yes
SS30B00024,Yes,,,
SS31A00169,Yes,,,
SS31B00094,Yes,,,
SS31B00272,Yes,,No,
SS31C00065,Yes,,No,
SS34A00246,No,,No,
SS34B00455,Yes,,No,
SS34D00038,Yes,,No,
SS40D00004,Yes,,,
SS40D00040,Yes,,No,Yes
SS40D00082,Yes,,No,Yes
SS40D00172,Yes,,No,
SS40D00414,Yes,,,
SS41A00023,Yes,,,
SS41B00488,Yes,,,
SS41B00609,Yes,,,
SS47A00011,Yes,,,
SS48A00015,No,,,
SS49A00076,Yes,,,
SS54A00020,Yes,No,No,
SS54D00157,Yes,,No,
SS55A00216,Yes,,No,Yes
SS55B00034,Yes,,,
SS55F00192,Yes,,,
SS55F00229,No,,Yes,
SS55G00133,No,,No,
SS55G00152,Yes,,,
SS55G00309,Yes,,No,
SS55J00036,Yes,,No,
SS56A00115,Yes,,No,
SS56A00269,No,,No,
SS56A00305,Yes,,No,
SS61A00097,Yes,,,
SS64E00193,No,,No,
SS64E00401,Yes,Yes,No,
SS65A00108,Yes,,,
SS65A00489,Yes,,,
SS66A00006,Yes,,,
SS66A00072,Yes,,No,
SS66A00269,Yes,,No,
SS66A00730,Yes,,,
SS66C00220,No,,No,
SS66D00035,No,,No,
SS66E00550,Yes,,,
SS71A00099,Yes,,No,
SS71C00006,Yes,,,
SS71F00085,Yes,,,
SS76A00030,Yes,,,
SS76A00325,Yes,,,
SS76D00494,No,,No,
SS76D00691,Yes,,,
SS78D00067,Yes,,No,
SS78E00145,Yes,,,
SS78E00387,Yes,,No,
SS78J00074,No,,Yes,
SS79H00203,Yes,,,
SS80B00100,No,,No,
SS80C00011,No,,No,
SS80C00264,No,,No,
SS85D00061,Yes,,Yes,
SS86B00021,No,,No,
SS93A00295,Yes,,No,
SS93A00312,Yes,,,
SS93A00439,Yes,,,
SS93D00168,Yes,,,
U004035003,No,,No,
U004035005,Yes,,,
U019504012,Yes,,No,
U0195A3605,Yes,,No,
U0195E1705,Yes,,,
U0195E1905,Yes,,,
U0195I1705,Yes,,No,
U0195I3805,No,,No,
U023000210P,Yes,,,
U023000410P,Yes,,,
U023000615P,Yes,,,
U023000620P,Yes,,,
U023000815P,Yes,,,
U023001205P,Yes,,No,
U023003905,Yes,,,
U023004103P,Yes,,,
U023010815P,Yes,,,
U023031235,No,,No,
U0230B4335,Yes,,,
U0230B4340,Yes,,,
U0230B4355,Yes,,,
U0230C4305,Yes,,No,
U0230C4310,Yes,,,
U0230C4315,No,,,
U0230F4305,Yes,,,
U028523305,Yes,,,
U0285B2005,Yes,,,
U0285F3305,Yes,,,
U0285G3305,Yes,,,
U0285J2020,Yes,,,
U0285Q3105,Yes,,,
U054504505,Yes,,,
U054504615,Yes,No,No,
U054515315P,No,,Yes,
U0545K4705,Yes,,No,
U062001220,Yes,,,
U062001225,Yes,,,
U062044305,Yes,,,
U0620A1005,Yes,,,
U0620C1005,Yes,,,
U095004235,Yes,,,
U095004505P,Yes,,,
U095004705,Yes,,,
U095014510,No,,,
U0950J4135,Yes,,,
U099505669,Yes,,,
U099505718,Yes,,,
U099505806,Yes,,,
U104502615,Yes,,,
U104504115,Yes,,,
U104504120,Yes,,,
U104504120R,Yes,,,
U104504125,Yes,,,
U104504125R,Yes,,,
U104504127,Yes,,,
U104504129,Yes,,,
U104504130,Yes,,No,
U104512020,Yes,,,
U104513910,Yes,,,
U104513925,Yes,,,
U104514315,Yes,,,
U104514320,Yes,,,
U104514505,Yes,,,
U104514510,Yes,,,
U104514515,Yes,,,
U1045C4315,Yes,,,
U1045G1405,Yes,,,
U1045J3905,No,,,
U1045J3906,No,,,
U1045J3907,No,,,
U1045W3904,No,,,
U1045W3906,No,,,
U114501645,Yes,,,
U114513530,Yes,,,
U114553905,No,,,
U1145A3705,No,,No,
U1145B3505,Yes,,Yes,
U1145C2015,Yes,,,
U1145D3720,Yes,,,
U1145G3305,Yes,,,
U1145J3305,Yes,,,
U1145M3505,Yes,,No,
U1145N3505,Yes,,,
U122002705P,Yes,,,
U135000012,Yes,,,
U135003315,No,,,
U135003700,No,,No,
U135003701,No,No,No,
U135003905,No,,,
U135003920,No,,,
U135004305,No,,,
U135005205,Yes,,,
U135013905,Yes,,,
U135015210,No,,,
U135024520,Yes,,,
U135024630,Yes,,,
U1350A3295,No,,,
U1350A3303,No,,No,
U1350A3305,No,,No,
U1350A3705,Yes,,No,
U1350E5005,Yes,,,
U1350F5205,Yes,,,
U1350M4805,Yes,,Yes,
U138300205P,Yes,,,
U138312515,Yes,,,
U138320425,Yes,,,
U138320428,No,,,
U138320430,Yes,,,
U138320435,Yes,,,
U138320437,Yes,,,
U138322440,Yes,,,
U138332920,No,,,
U138342715P,No,,,
U141525130,No,,,
U141525135,No,,,
U141528110,Yes,,,
U142500300P,Yes,,,
U142500305P,No,,,
U142501903P,Yes,,,
U142502100P,Yes,,,
U142502215P,Yes,,,
U142502405,No,,,
U142503110,Yes,,,
U142503112,Yes,,,
U142503113,No,,No,
U142503115,Yes,,,
U142503405P,Yes,,,
U142503410P,Yes,,No,
U142503415P,Yes,,,
U142503425L,Yes,,,
U142503425R,Yes,,No,
U142503430L,No,,,
U142503430R,No,,No,
U142503440,No,,,
U142503445,No,,,
U142503455,Yes,,,
U142503603P,No,,,
U142503605,Yes,,No,
U142503605P,No,,,
U142503607,No,,,
U142503610,Yes,,,
U142503610P,Yes,,,
U142503815L,No,,,
U142503815R,No,,,
U142511550,Yes,,,
U142511555,Yes,,,
U142512130,No,,,
U142512130P,No,,No,
U142512135,Yes,,No,
U142512135P,No,,No,
U142512330,Yes,,,
U142512340,Yes,,No,
U142512345,No,Yes,No,
U142512435,No,,,
U142512455,No,,,
U142512525,Yes,,,
U142512535,Yes,,,
U142512715,Yes,,,
U142513020,No,,No,
U142513120,Yes,,,
U142513207,Yes,,,
U142513305,Yes,,,
U142513315,Yes,,,
U142514020,Yes,,,
U142514215,Yes,,,
U142514220,Yes,,,
U142514221,Yes,,,
U142514300,No,,,
U142514405,Yes,,,
U142514410,Yes,,,
U142515015,Yes,,,
U142515020,Yes,,,
U142522533,No,,No,
U142522535,No,,No,
U142522540,Yes,,,
U142522543,Yes,,,
U142522610,Yes,,,
U142522732P,Yes,,No,
U142522733,Yes,,,
U142522734,No,,No,
U142522740P,Yes,,,
U142524000,Yes,,,
U142524005,Yes,,,
U142532615,No,,,
U142532807,Yes,,,
U142532810,No,,No,
U142532812,Yes,,,
U142532915,Yes,,,
U142532925,Yes,,,
U142542734,Yes,,,
U1425A2305,Yes,,,
U1425A2315,Yes,,,
U1425A2325,Yes,,,
U1425A3435,Yes,,,
U1425B4220,Yes,,,
U1425C2405,Yes,,No,
U1425C2425,Yes,,,
U1425C2430,Yes,,,
U1425C4415,Yes,,,
U1425D4225,Yes,,,
U1425E2315,Yes,,,
U1425E3010,No,,No,
U1425E3020,Yes,,,
U1425F2115,Yes,,,
U1425F2825,Yes,,,
U1425G1940,Yes,,,
U1425G2515,Yes,,,
U1425G2705,Yes,,No,
U1425G2710,Yes,,,
U1425G3015,Yes,,,
U1425G3205,Yes,,No,
U1425G4025,Yes,,,
U1425G4225,Yes,,,
U1425H2115,Yes,,,
U1425H2155,Yes,,,
U1425H2315,Yes,,,
U1425H2330,Yes,,,
U1425H2915,Yes,,,
U1425H3010,Yes,,,
U1425H3020,Yes,,,
U1425H3220,Yes,,,
U1425H4225,Yes,,,
U1425I2320,Yes,,,
U1425I2403,Yes,,,
U1425I2405,Yes,,No,
U1425I2830,Yes,,,
U1425I2905,Yes,No,No,
U1425I3220,Yes,,,
U1425I3435,Yes,,,
U1425J2305,Yes,,,
U1425J2905,Yes,,,
U1425J4250,Yes,,,
U1425J5515,Yes,,,
U1425K2435,Yes,,,
U1425K2910,Yes,,No,
U1425K4025,Yes,,,
U1425L2710,Yes,,No,
U1425L6515,Yes,,,
U1425N2305,Yes,,,
U1425N2315,Yes,,,
